53.15,48.97,43.99,41.00
29.41,27.09,25.44,26.60
10.00,5.00,5.00,5.00
67.57,67.66,67.70,67.69
45.90,44.51,40.70,35.12
48.42,48.42,52.85,60.60
10.71,10.00,7.04,7.00
60.19,63.50,61.69,58.69
54.10,54.01,52.69,52.05
35.50,35.00,36.78,43.00
60.95,60.50,57.93,57.49
62.60,63.49,64.00,64.10
51.90,52.10,55.83,57.98
67.66,67.70,67.69,65.48
46.56,48.76,50.01,55.10
54.07,56.40,59.69,55.00
62.10,63.44,63.29,62.10
62.00,56.19,50.01,47.41
62.10,66.98,71.66,73.29
56.70,54.07,47.50,45.00
60.99,59.23,56.77,53.28
62.43,62.69,61.57,55.10
43.60,40.00,30.10,24.99
44.23,46.90,49.54,53.00
31.00,29.11,33.80,40.59
43.05,49.21,62.01,63.89
62.00,68.03,70.64,72.52
71.56,71.82,72.15,72.00
45.15,39.75,38.75,38.20
64.69,65.00,65.02,65.00
62.10,62.53,62.47,56.74
60.10,60.12,60.60,60.23
57.59,53.69,42.51,38.24
38.50,34.82,35.90,40.50
46.25,55.47,59.82,58.34
42.61,43.57,45.28,56.23
58.60,52.81,51.36,51.57
44.81,44.68,44.81,44.81
56.76,56.00,55.20,53.00
60.47,63.52,63.69,60.47
56.01,51.60,49.00,46.48
42.10,39.40,38.00,35.00
52.05,50.76,48.18,46.03
44.49,45.22,47.00,54.98
44.19,42.65,44.19,45.69
62.23,62.13,60.15,58.10
49.66,46.67,44.35,43.96
62.48,64.03,68.10,69.01
44.52,49.69,54.55,59.82
56.80,59.84,61.14,62.10
57.50,57.00,55.50,49.79
42.10,39.14,36.50,36.00
56.61,57.69,56.19,51.60
46.93,46.18,47.68,45.39
65.19,65.69,65.69,65.19
68.80,65.23,63.29,68.88
36.70,31.90,28.16,26.88
71.65,71.41,69.73,69.03
49.92,47.94,47.94,47.94
44.01,43.12,40.43,36.10
51.10,49.99,50.63,51.50
43.58,43.98,44.91,51.00
56.11,56.18,54.99,54.10
27.83,32.00,43.87,50.32
61.74,57.50,50.10,45.15
55.00,50.01,51.05,48.26
51.35,56.56,56.70,52.55
54.10,52.10,52.10,55.50
52.85,49.70,49.60,49.70
66.12,70.26,70.57,70.48
59.01,58.10,56.82,57.01
69.10,70.00,69.34,68.16
46.68,49.21,55.98,49.85
58.50,48.03,42.60,49.61
45.10,60.76,65.01,68.85
60.10,55.50,51.50,51.50
71.51,71.69,71.69,70.00
57.69,56.19,51.60,47.05
45.53,51.10,55.49,60.19
36.50,36.50,37.20,44.01
50.00,49.61,50.44,48.69
45.79,45.79,45.88,48.09
43.94,42.45,43.94,45.21
54.05,53.51,53.46,57.00
77.10,76.99,73.85,67.65
17.00,25.00,30.00,43.89
50.89,47.02,41.50,24.65
30.13,28.60,28.56,30.40
