Date,open,high,low,close,signal,price_change,max_drawdown,max_return,risk_reward,max_drawdown_percent,
10/16/2000,1374.62,1374.62,1374.62,1374.62,0.0,24.04000000000019,33.690000000000055,24.04000000000019,0.7135648560403726,0.024096471715791844,
10/17/2000,1349.97,1349.97,1349.97,1349.97,0.0,79.43000000000006,33.690000000000055,79.43000000000006,2.3576728999703156,0.024096471715791844,
10/18/2000,1342.13,1342.13,1342.13,1342.13,0.0,79.08999999999992,33.690000000000055,87.26999999999998,2.347580884535464,0.024096471715791844,
10/19/2000,1388.76,1388.76,1388.76,1388.76,0.0,39.559999999999945,33.690000000000055,40.6400000000001,1.1742356782427985,0.024096471715791844,
10/20/2000,1396.93,1396.93,1396.93,1396.93,0.0,29.75999999999999,33.690000000000055,32.47000000000003,0.8833481745325005,0.024096471715791844,
10/23/2000,1395.78,1395.78,1395.78,1395.78,0.0,36.41000000000008,33.690000000000055,36.41000000000008,1.0807361234787778,0.024096471715791844,
10/24/2000,1398.13,1398.13,1398.13,1398.13,0.0,33.73999999999978,33.690000000000055,34.059999999999945,1.0014841199168811,0.024096471715791844,
10/25/2000,1364.9,1364.9,1364.9,1364.9,0.0,44.37999999999988,22.910000000000082,67.28999999999996,1.9371453513749333,0.015996480913845288,
10/26/2000,1364.44,1364.44,1364.44,1364.44,0.0,35.700000000000045,32.049999999999955,67.75,1.1138845553822183,0.02237831572626534,
10/27/2000,1379.58,1379.58,1379.58,1379.58,0.0,-13.599999999999909,66.21000000000004,52.61000000000013,-0.205407038211749,0.04622989966415073,
10/30/2000,1398.66,1398.66,1398.66,1398.66,0.0,-47.40000000000009,80.93000000000006,33.52999999999997,-0.5856913381935012,0.05650786557649478,
10/31/2000,1429.4,1429.4,1429.4,1429.4,0.0,-46.450000000000045,80.93000000000006,2.7899999999999636,-0.573952798714939,0.05650786557649478,
11/01/2000,1421.22,1421.22,1421.22,1421.22,0.0,-31.410000000000082,80.93000000000006,10.970000000000027,-0.3881131842332887,0.05650786557649478,
11/02/2000,1428.32,1428.32,1428.32,1428.32,0.0,-56.0,80.93000000000006,3.8700000000001182,-0.6919560113678482,0.05650786557649478,
11/03/2000,1426.69,1426.69,1426.69,1426.69,0.0,-58.97000000000003,80.93000000000006,5.5,-0.7286543926850362,0.05650786557649478,
11/06/2000,1432.19,1432.19,1432.19,1432.19,0.0,-89.57000000000016,89.57000000000016,-0.3200000000001637,-1.0,0.06254058469895765,
11/07/2000,1431.87,1431.87,1431.87,1431.87,0.0,-84.51999999999998,89.25,-22.589999999999918,-0.947002801120448,0.06233107754195563,
11/08/2000,1409.28,1409.28,1409.28,1409.28,0.0,-86.92000000000007,86.92000000000007,-9.139999999999873,-1.0,0.06167688465031795,
11/09/2000,1400.14,1400.14,1400.14,1400.14,0.0,-58.37000000000012,77.7800000000002,-10.330000000000155,-0.7504499871432241,0.05555158769837316,
11/10/2000,1365.98,1365.98,1365.98,1365.98,0.0,-17.00999999999999,67.45000000000005,23.829999999999927,-0.2521868050407706,0.04853181370115343,
11/13/2000,1351.26,1351.26,1351.26,1351.26,0.0,-15.170000000000073,67.45000000000005,38.549999999999955,-0.22490733876945979,0.04853181370115343,
11/14/2000,1382.95,1382.95,1382.95,1382.95,0.0,-41.039999999999964,67.45000000000005,6.8599999999999,-0.6084507042253512,0.04853181370115343,
11/15/2000,1389.81,1389.81,1389.81,1389.81,0.0,-74.8599999999999,74.8599999999999,-17.49000000000001,-1.0,0.05386347774156173,
11/16/2000,1372.32,1372.32,1372.32,1372.32,0.0,-57.08999999999992,57.36999999999989,-4.599999999999909,-0.9951194003834761,0.041805118339745755,
11/17/2000,1367.72,1367.72,1367.72,1367.72,0.0,-42.75,52.76999999999998,-18.75,-0.8101193860147814,0.038582458397917685,
11/20/2000,1342.62,1342.62,1342.62,1342.62,0.0,33.92000000000007,34.01999999999998,33.92000000000007,0.9970605526161108,0.02521924134710185,
11/21/2000,1347.35,1347.35,1347.35,1347.35,0.0,4.110000000000127,34.01999999999998,29.190000000000055,0.12081128747795795,0.02521924134710185,
11/22/2000,1322.36,1322.36,1322.36,1322.36,0.0,21.190000000000055,34.01999999999998,54.180000000000064,0.6228689006466803,0.02521924134710185,
11/24/2000,1341.77,1341.77,1341.77,1341.77,0.0,28.12000000000012,34.01999999999998,34.76999999999998,0.826572604350386,0.02521924134710185,
11/27/2000,1348.97,1348.97,1348.97,1348.97,0.0,31.230000000000018,34.01999999999998,31.230000000000018,0.917989417989419,0.02521924134710185,
11/28/2000,1336.09,1336.09,1336.09,1336.09,0.0,35.090000000000146,32.99000000000001,44.11000000000013,1.063655653228255,0.02396588548098857,
11/29/2000,1341.91,1341.91,1341.91,1341.91,0.0,18.079999999999927,32.99000000000001,38.289999999999964,0.5480448620794156,0.02396588548098857,
11/30/2000,1314.95,1314.95,1314.95,1314.95,0.0,25.980000000000018,39.26999999999998,65.25,0.6615737203972506,0.02845239820315895,
12/01/2000,1315.23,1315.23,1315.23,1315.23,0.0,-3.0799999999999272,68.04999999999995,64.97000000000003,-0.04526083761939646,0.049304448630633206,
12/04/2000,1324.97,1324.97,1324.97,1324.97,0.0,-2.230000000000018,68.04999999999995,55.23000000000002,-0.03277002204261601,0.049304448630633206,
12/05/2000,1376.54,1376.54,1376.54,1376.54,0.0,-70.94000000000005,74.60000000000014,3.660000000000082,-0.9509383378016075,0.05405013766120862,
12/06/2000,1351.46,1351.46,1351.46,1351.46,0.0,-86.72000000000003,115.46000000000004,28.74000000000001,-0.7510826260176685,0.0836545428198812,
12/07/2000,1343.55,1343.55,1343.55,1343.55,0.0,-68.69000000000005,115.46000000000004,36.65000000000009,-0.5949246492291705,0.0836545428198812,
12/08/2000,1369.89,1369.89,1369.89,1369.89,0.0,-63.92000000000007,115.46000000000004,10.309999999999945,-0.5536116403949424,0.0836545428198812,
12/11/2000,1380.2,1380.2,1380.2,1380.2,0.0,-65.00999999999999,115.46000000000004,-9.019999999999982,-0.5630521392690107,0.0836545428198812,
12/12/2000,1371.18,1371.18,1371.18,1371.18,0.0,-42.25999999999999,106.44000000000005,-11.190000000000055,-0.39703119128147285,0.07762656981577915,
12/13/2000,1359.99,1359.99,1359.99,1359.99,0.0,-25.769999999999982,95.25,-19.059999999999945,-0.27055118110236204,0.07003727968588004,
12/14/2000,1340.93,1340.93,1340.93,1340.93,0.0,-20.65000000000009,76.19000000000005,-6.710000000000036,-0.2710329439559007,0.05681877502927077,
12/15/2000,1312.15,1312.15,1312.15,1312.15,0.0,-28.88000000000011,58.0,22.069999999999936,-0.4979310344827605,0.043848375342092925,
12/18/2000,1322.74,1322.74,1322.74,1322.74,0.0,24.819999999999936,58.0,24.819999999999936,0.42793103448275754,0.043848375342092925,
12/19/2000,1305.6,1305.6,1305.6,1305.6,0.0,27.74000000000001,50.950000000000045,41.960000000000036,0.5444553483807651,0.038187105574792796,
12/20/2000,1264.74,1264.74,1264.74,1264.74,0.0,33.6099999999999,50.950000000000045,82.81999999999994,0.6596663395485745,0.038187105574792796,
12/21/2000,1274.86,1274.86,1274.86,1274.86,0.0,21.0,51.700000000000045,72.70000000000005,0.40618955512572497,0.03836563863575651,
12/22/2000,1305.97,1305.97,1305.97,1305.97,0.0,-5.170000000000073,51.700000000000045,41.58999999999992,-0.10000000000000132,0.03836563863575651,
12/26/2000,1315.19,1315.19,1315.19,1315.19,0.0,-1.9200000000000728,51.700000000000045,32.36999999999989,-0.0371373307543534,0.03836563863575651,
12/27/2000,1328.92,1328.92,1328.92,1328.92,0.0,-2.1000000000001364,51.700000000000045,18.639999999999873,-0.04061895551257514,0.03836563863575651,
12/28/2000,1334.22,1334.22,1334.22,1334.22,0.0,-15.900000000000091,51.700000000000045,13.339999999999918,-0.30754352030947923,0.03836563863575651,
12/29/2000,1320.28,1320.28,1320.28,1320.28,0.0,6.370000000000118,51.700000000000045,27.279999999999973,0.1232108317214722,0.03836563863575651,
01/02/2001,1283.27,1283.27,1283.27,1283.27,0.0,46.200000000000045,51.700000000000045,64.28999999999996,0.8936170212765958,0.03836563863575651,
01/03/2001,1347.56,1347.56,1347.56,1347.56,0.0,0.41000000000008185,51.700000000000045,0.41000000000008185,0.007930367504837166,0.03836563863575651,
01/04/2001,1333.34,1333.34,1333.34,1333.34,0.0,9.200000000000045,37.48000000000002,14.63000000000011,0.2454642475987204,0.02810985945070276,
01/05/2001,1298.35,1298.35,1298.35,1298.35,0.0,44.55000000000018,8.5,49.62000000000012,5.241176470588257,0.006406294749853032,
01/08/2001,1295.86,1295.86,1295.86,1295.86,0.0,64.54000000000019,8.5,64.54000000000019,7.59294117647061,0.006406294749853032,
01/09/2001,1300.8,1300.8,1300.8,1300.8,0.0,63.5,8.5,63.5,7.470588235294118,0.006406294749853032,
01/10/2001,1313.27,1313.27,1313.27,1313.27,0.0,44.24000000000001,8.5,51.02999999999997,5.204705882352942,0.006406294749853032,
01/11/2001,1326.82,1326.82,1326.82,1326.82,0.0,28.13000000000011,9.349999999999909,37.48000000000002,3.0085561497326614,0.006853331378728952,
01/12/2001,1318.32,1318.32,1318.32,1318.32,0.0,45.850000000000136,9.349999999999909,45.98000000000002,4.903743315508084,0.006853331378728952,
01/16/2001,1326.65,1326.65,1326.65,1326.65,0.0,47.07999999999993,9.349999999999909,47.07999999999993,5.0352941176471,0.006853331378728952,
01/17/2001,1329.47,1329.47,1329.47,1329.47,0.0,36.539999999999964,9.349999999999909,44.25999999999999,3.9080213903743655,0.006853331378728952,
01/18/2001,1347.97,1347.97,1347.97,1347.97,0.0,25.5,9.349999999999909,25.75999999999999,2.7272727272727537,0.006853331378728952,
01/19/2001,1342.54,1342.54,1342.54,1342.54,0.0,6.930000000000064,24.25999999999999,31.190000000000055,0.2856553998351223,0.017659947733542975,
01/22/2001,1342.9,1342.9,1342.9,1342.9,0.0,11.409999999999854,24.25999999999999,30.829999999999927,0.4703215169002415,0.017659947733542975,
01/23/2001,1360.4,1360.4,1360.4,1360.4,0.0,-8.1400000000001,24.25999999999999,13.329999999999927,-0.3355317394888748,0.017659947733542975,
01/24/2001,1364.3,1364.3,1364.3,1364.3,0.0,-23.409999999999854,32.83999999999992,9.430000000000064,-0.7128501827040168,0.023905716552743202,
01/25/2001,1357.51,1357.51,1357.51,1357.51,0.0,-24.980000000000018,41.200000000000045,16.220000000000027,-0.6063106796116503,0.02999133745350254,
01/26/2001,1354.95,1354.95,1354.95,1354.95,0.0,-40.190000000000055,58.97000000000003,18.779999999999973,-0.6815329828726477,0.04292692159303504,
01/29/2001,1364.17,1364.17,1364.17,1364.17,0.0,-33.86000000000013,58.97000000000003,9.559999999999945,-0.5741902662370716,0.04292692159303504,
01/30/2001,1373.73,1373.73,1373.73,1373.73,0.0,-54.930000000000064,58.97000000000003,-0.2599999999999909,-0.931490588434798,0.04292692159303504,
01/31/2001,1366.01,1366.01,1366.01,1366.01,0.0,-50.08999999999992,58.710000000000036,7.460000000000036,-0.8531766308976305,0.04274574617574467,
02/01/2001,1373.47,1373.47,1373.47,1373.47,0.0,-46.86000000000013,58.710000000000036,-19.160000000000082,-0.7981604496678606,0.04274574617574467,
02/02/2001,1349.47,1349.47,1349.47,1349.47,0.0,-47.940000000000055,52.77999999999997,4.839999999999918,-0.9082985979537719,0.0389718749769255,
02/05/2001,1354.31,1354.31,1354.31,1354.31,0.0,-75.36999999999989,75.36999999999989,-2.0499999999999545,-1.0,0.05565195560839091,
02/06/2001,1352.26,1352.26,1352.26,1352.26,0.0,-96.99000000000001,96.99000000000001,-11.36999999999989,-1.0,0.07172437253190955,
02/07/2001,1340.89,1340.89,1340.89,1340.89,0.0,-88.07000000000016,88.07000000000016,-8.360000000000127,-1.0,0.06568025714264418,
02/08/2001,1332.53,1332.53,1332.53,1332.53,0.0,-86.67000000000007,86.67000000000007,-2.2200000000000273,-1.0,0.06504168761678918,
02/09/2001,1314.76,1314.76,1314.76,1314.76,0.0,-47.1099999999999,84.45000000000005,15.549999999999955,-0.5578448786264046,0.06348144417466609,
02/12/2001,1330.31,1330.31,1330.31,1330.31,0.0,-72.36999999999989,84.45000000000005,-3.7000000000000455,-0.856956779159264,0.06348144417466609,
02/13/2001,1318.8,1318.8,1318.8,1318.8,0.0,-78.8599999999999,86.66999999999985,7.809999999999945,-0.9098880812276455,0.06533193628873583,
02/14/2001,1315.92,1315.92,1315.92,1315.92,0.0,-74.69000000000005,86.66999999999985,10.689999999999827,-0.8617745471328048,0.06533193628873583,
02/15/2001,1326.61,1326.61,1326.61,1326.61,0.0,-92.42999999999984,92.42999999999984,-25.079999999999927,-1.0,0.06967383028923334,
02/16/2001,1301.53,1301.53,1301.53,1301.53,0.0,-60.11999999999989,67.34999999999991,-22.589999999999918,-0.8926503340757234,0.05174679031601263,
02/20/2001,1278.94,1278.94,1278.94,1278.94,0.0,-25.1400000000001,44.75999999999999,-11.289999999999964,-0.5616621983914233,0.03499773249722426,
02/21/2001,1255.27,1255.27,1255.27,1255.27,0.0,6.620000000000118,33.47000000000003,12.38000000000011,0.19778906483418324,0.026403186999566147,
02/22/2001,1252.82,1252.82,1252.82,1252.82,0.0,11.920000000000073,33.47000000000003,14.830000000000155,0.3561398267104889,0.026403186999566147,
02/23/2001,1245.86,1245.86,1245.86,1245.86,0.0,-12.439999999999827,34.23000000000002,21.79000000000019,-0.3634238971662232,0.02700272157141168,
02/26/2001,1267.65,1267.65,1267.65,1267.65,0.0,-87.49000000000001,87.49000000000001,-2.910000000000082,-1.0,0.06901747327732419,
02/27/2001,1257.94,1257.94,1257.94,1257.94,0.0,-60.27999999999997,84.57999999999993,6.7999999999999545,-0.7126980373610785,0.06687540522162652,
02/28/2001,1239.94,1239.94,1239.94,1239.94,0.0,-73.23000000000002,98.02999999999997,24.799999999999955,-0.7470162195246357,0.07751000205575848,
03/01/2001,1241.23,1241.23,1241.23,1241.23,0.0,-67.67000000000007,98.02999999999997,23.50999999999999,-0.6902988880954819,0.07751000205575848,
03/02/2001,1234.18,1234.18,1234.18,1234.18,0.0,-83.65000000000009,114.21000000000004,30.559999999999945,-0.7324227300586644,0.09030314531049863,
03/05/2001,1241.41,1241.41,1241.41,1241.41,0.0,-70.60000000000014,114.21000000000004,23.329999999999927,-0.6181595306890825,0.09030314531049863,
03/06/2001,1253.8,1253.8,1253.8,1253.8,0.0,-111.18000000000006,122.12000000000012,10.940000000000055,-0.9104159842777593,0.09655739519585062,
03/07/2001,1261.89,1261.89,1261.89,1261.89,0.0,-139.75,142.5999999999999,2.849999999999909,-0.9800140252454425,0.1127504467321346,
03/08/2001,1264.74,1264.74,1264.74,1264.74,0.0,-147.16000000000008,147.16000000000008,-31.319999999999936,-1.0,0.1163559308632605,
03/09/2001,1233.42,1233.42,1233.42,1233.42,0.0,-93.59000000000015,115.84000000000015,-35.75999999999999,-0.8079247237569063,0.09391772470042657,
03/12/2001,1180.16,1180.16,1180.16,1180.16,0.0,-27.470000000000027,80.08000000000015,17.5,-0.3430319680319677,0.06686371758261957,
03/13/2001,1197.66,1197.66,1197.66,1197.66,0.0,-15.490000000000009,80.08000000000015,-15.490000000000009,-0.19343156843156817,0.06686371758261957,
03/14/2001,1166.71,1166.71,1166.71,1166.71,0.0,-13.420000000000073,55.98000000000002,15.460000000000036,-0.2397284744551638,0.0477010123044412,
03/15/2001,1173.56,1173.56,1173.56,1173.56,0.0,-25.6099999999999,55.98000000000002,8.610000000000127,-0.4574848160057144,0.0477010123044412,
03/16/2001,1150.53,1150.53,1150.53,1150.53,0.0,9.799999999999955,53.23000000000002,31.6400000000001,0.1841067067443162,0.04546425124486468,
03/19/2001,1170.81,1170.81,1170.81,1170.81,0.0,-24.940000000000055,53.23000000000002,11.360000000000127,-0.46853278226564055,0.04546425124486468,
03/20/2001,1142.62,1142.62,1142.62,1142.62,0.0,-36.159999999999854,75.71000000000004,39.55000000000018,-0.4776119402985053,0.06404324251165233,
03/21/2001,1122.14,1122.14,1122.14,1122.14,0.0,-18.8900000000001,78.92000000000007,60.02999999999997,-0.23935631018753273,0.06675858802033555,
03/22/2001,1117.58,1117.58,1117.58,1117.58,0.0,33.86000000000013,78.92000000000007,64.59000000000015,0.42904206791687904,0.06675858802033555,
03/23/2001,1139.83,1139.83,1139.83,1139.83,0.0,-11.399999999999864,78.92000000000007,42.340000000000146,-0.14445007602635393,0.06675858802033555,
03/26/2001,1152.69,1152.69,1152.69,1152.69,0.0,-15.100000000000136,78.92000000000007,29.480000000000018,-0.1913329954384202,0.06675858802033555,
03/27/2001,1182.17,1182.17,1182.17,1182.17,0.0,-13.789999999999964,78.92000000000007,-13.789999999999964,-0.17473390775468767,0.06675858802033555,
03/28/2001,1153.29,1153.29,1153.29,1153.29,0.0,12.600000000000136,57.07999999999993,15.090000000000146,0.22074281709881136,0.04919290201925308,
03/29/2001,1147.95,1147.95,1147.95,1147.95,0.0,35.549999999999955,57.07999999999993,35.549999999999955,0.6228100911002102,0.04919290201925308,
03/30/2001,1160.33,1160.33,1160.33,1160.33,0.0,19.350000000000136,57.07999999999993,23.170000000000073,0.338997897687459,0.04919290201925308,
04/02/2001,1145.87,1145.87,1145.87,1145.87,0.0,45.940000000000055,42.61999999999989,45.940000000000055,1.0778977006100463,0.03719444614135975,
04/03/2001,1106.46,1106.46,1106.46,1106.46,0.0,131.70000000000005,23.00999999999999,131.70000000000005,5.723598435462846,0.019983672618634048,
04/04/2001,1103.25,1103.25,1103.25,1103.25,0.0,150.45000000000005,23.00999999999999,150.45000000000005,6.538461538461543,0.019983672618634048,
04/05/2001,1151.44,1151.44,1151.44,1151.44,0.0,91.53999999999996,23.00999999999999,102.25999999999999,3.978270317253368,0.019983672618634048,
04/06/2001,1128.43,1128.43,1128.43,1128.43,0.0,95.92999999999984,29.340000000000146,125.26999999999998,3.2695978186775516,0.023402727925341107,
04/09/2001,1137.59,1137.59,1137.59,1137.59,0.0,71.88000000000011,44.23000000000002,116.11000000000013,1.6251413068053375,0.035279572465502125,
04/10/2001,1168.38,1168.38,1168.38,1168.38,0.0,60.36999999999989,44.23000000000002,85.31999999999994,1.3649106940990248,0.035279572465502125,
04/11/2001,1165.89,1165.89,1165.89,1165.89,0.0,68.62999999999988,44.23000000000002,87.80999999999995,1.551661768030745,0.035279572465502125,
04/12/2001,1183.5,1183.5,1183.5,1183.5,0.0,69.54999999999995,44.23000000000002,70.20000000000005,1.5724621297761683,0.035279572465502125,
04/16/2001,1179.68,1179.68,1179.68,1179.68,0.0,69.77999999999997,44.23000000000002,74.01999999999998,1.5776622202125241,0.035279572465502125,
04/17/2001,1191.81,1191.81,1191.81,1191.81,0.0,74.63000000000011,44.23000000000002,74.63000000000011,1.6873163011530654,0.035279572465502125,
04/18/2001,1238.16,1238.16,1238.16,1238.16,0.0,29.269999999999982,44.23000000000002,29.269999999999982,0.6617680307483601,0.035279572465502125,
04/19/2001,1253.7,1253.7,1253.7,1253.7,0.0,-5.120000000000118,44.23000000000002,13.730000000000018,-0.1157585349310449,0.035279572465502125,
04/20/2001,1242.98,1242.98,1242.98,1242.98,0.0,23.62999999999988,33.50999999999999,24.450000000000045,0.7051626380184987,0.026959404012936644,
04/23/2001,1224.36,1224.36,1224.36,1224.36,0.0,39.15000000000009,18.850000000000136,43.070000000000164,2.076923076923067,0.014872616239161245,
04/24/2001,1209.47,1209.47,1209.47,1209.47,0.0,51.73000000000002,18.850000000000136,57.960000000000036,2.7442970822280977,0.014872616239161245,
04/25/2001,1228.75,1228.75,1228.75,1228.75,0.0,26.789999999999964,18.850000000000136,38.680000000000064,1.4212201591511815,0.014872616239161245,
04/26/2001,1234.52,1234.52,1234.52,1234.52,0.0,20.660000000000082,18.850000000000136,32.91000000000008,1.0960212201591477,0.014872616239161245,
04/27/2001,1253.05,1253.05,1253.05,1253.05,0.0,-7.379999999999882,21.75999999999999,14.38000000000011,-0.33915441176470057,0.01716860102727566,
04/30/2001,1249.46,1249.46,1249.46,1249.46,0.0,-0.5399999999999636,21.75999999999999,17.970000000000027,-0.024816176470586575,0.01716860102727566,
05/01/2001,1266.44,1266.44,1266.44,1266.44,0.0,-17.0,21.75999999999999,0.9900000000000091,-0.7812500000000003,0.01716860102727566,
05/02/2001,1267.43,1267.43,1267.43,1267.43,0.0,17.559999999999945,21.75999999999999,17.559999999999945,0.8069852941176449,0.01716860102727566,
05/03/2001,1248.58,1248.58,1248.58,1248.58,0.0,39.91000000000008,20.939999999999827,39.91000000000008,1.905921680993334,0.01653231855109294,
05/04/2001,1266.61,1266.61,1266.61,1266.61,0.0,25.350000000000136,20.939999999999827,25.350000000000136,1.2106017191977243,0.01653231855109294,
05/07/2001,1263.51,1263.51,1263.51,1263.51,0.0,49.319999999999936,17.839999999999918,49.319999999999936,2.764573991031399,0.014119397551265853,
05/08/2001,1261.2,1261.2,1261.2,1261.2,0.0,48.180000000000064,15.529999999999973,51.62999999999988,3.102382485511922,0.012313669521091003,
05/09/2001,1255.54,1255.54,1255.54,1255.54,0.0,33.50999999999999,23.779999999999973,57.289999999999964,1.4091673675357455,0.01811354097636402,
05/10/2001,1255.18,1255.18,1255.18,1255.18,0.0,37.99000000000001,23.779999999999973,57.649999999999864,1.5975609756097584,0.01811354097636402,
